overall,potential,release_clause_eur,club_name,club_position,league_level,weak_foot,skill_moves,international_reputation,body_type,value_eur,log_value
69,69,2200000.0,549,8,2.0,3,3,1,2,1200000,13.997832948091215
68,68,1400000.0,161,6,1.0,3,2,1,4,1000000,13.815511557963774
70,77,5300000.0,155,0,1.0,4,3,1,1,3200000,14.978661680269907
72,75,6100000.0,426,23,1.0,1,2,1,4,2800000,14.845130332288226
71,71,2900000.0,426,18,1.0,2,2,1,4,1400000,14.151983508870947
62,62,406250.0,551,23,1.0,3,3,1,1,325000,12.691583538230217
67,74,3100000.0,217,23,1.0,4,3,1,4,2000000,14.508658238524095
80,80,30500000.0,484,23,1.0,3,2,2,2,14500000,16.489659276356317
67,67,1200000.0,656,18,3.0,3,2,1,1,675000,13.42246945133505
66,66,1800000.0,145,10,1.0,2,3,1,4,850000,13.652992804936396
65,65,563000.0,68,16,1.0,3,3,1,4,450000,13.017005083966255
71,71,2700000.0,125,23,3.0,3,2,1,4,1500000,14.220976332738882
72,72,4099999.0,2,23,1.0,3,3,1,1,2300000,14.648420115681892
69,69,1100000.0,468,23,2.0,3,2,1,1,700000,13.45883704259595
68,73,3300000.0,441,18,1.0,2,2,1,4,1600000,14.285514812209815
64,64,675000.0,477,23,1.0,3,3,1,4,500000,13.122365377402328
67,75,3900000.0,547,6,1.0,3,2,1,5,2200000,14.603968372873895
76,83,33000000.0,470,5,1.0,3,4,1,4,15000000,16.52356082573315
68,74,3100000.0,204,23,1.0,4,2,1,4,1900000,14.45736497045232
66,75,3800000.0,258,18,1.0,4,3,1,1,1800000,14.403297778421795
72,72,4600000.0,52,19,1.0,4,3,1,7,2300000,14.648420115681892
79,80,31800000.0,371,23,1.0,3,3,2,9,16500000,16.61887099947687
70,70,2000000.0,149,10,1.0,3,3,1,3,1300000,14.077875591662238
70,73,4300000.0,350,23,1.0,3,3,1,4,2100000,14.557448378884015
72,74,6600000.0,134,10,1.0,4,4,1,6,2900000,14.88022163978423
72,80,12700000.0,11,23,1.0,3,3,1,1,5500000,15.520258832020865
74,74,2000000.0,252,1,1.0,4,2,2,5,1400000,14.151983508870947
76,79,16800000.0,114,19,2.0,3,3,1,4,10000000,16.118095750958314
76,76,7000000.0,471,23,1.0,4,3,1,5,3200000,14.978661680269907
62,71,1700000.0,456,18,3.0,3,3,1,4,875000,13.681980308196241
67,67,1100000.0,222,0,1.0,2,3,1,1,800000,13.592368256649284
67,78,3700000.0,260,18,1.0,4,4,1,4,2300000,14.648420115681892
65,65,975000.0,609,23,1.0,3,4,1,1,750000,13.527829818844937
68,68,581000.0,446,6,2.0,4,3,1,4,375000,12.834683971615659
74,82,19800000.0,561,14,1.0,4,3,1,7,9000000,16.012735246411598
70,77,7000000.0,198,23,1.0,3,2,1,1,2900000,14.88022163978423
67,75,2875000.0,595,3,1.0,3,3,1,4,2300000,14.648420115681892
68,71,1875000.0,81,23,1.0,3,3,1,7,1500000,14.220976332738882
71,71,3300000.0,23,23,1.0,3,3,1,4,1900000,14.45736497045232
71,86,10500000.0,31,18,1.0,3,3,1,4,4500000,15.319588176962746
67,67,1400000.0,270,23,2.0,3,3,1,4,925000,13.73755009757506
72,72,5100000.0,259,23,1.0,3,3,1,2,2300000,14.648420115681892
68,68,438000.0,187,23,1.0,3,3,1,5,350000,12.765691290604371
73,75,6900000.0,556,23,2.0,3,3,1,1,3500000,15.068273812173887
66,69,2300000.0,278,23,1.0,4,3,1,4,1100000,13.910821646859095
70,70,2200000.0,107,6,2.0,2,2,1,4,1400000,14.151983508870947
68,69,2400000.0,577,17,2.0,3,2,1,4,1200000,13.997832948091215
68,73,2700000.0,522,23,2.0,4,3,1,8,1600000,14.285514812209815
65,65,1000000.0,591,16,3.0,3,3,1,2,700000,13.45883704259595
67,72,2900000.0,531,6,1.0,3,3,1,2,1400000,14.151983508870947
68,74,3000000.0,172,2,2.0,3,2,1,4,1700000,14.346139397261565
71,71,2000000.0,337,2,1.0,3,2,1,4,1600000,14.285514812209815
79,84,47200000.0,442,23,1.0,3,2,1,5,24500000,17.01418371633128
74,79,14800000.0,440,23,1.0,5,4,1,4,6500000,15.687312888712007
73,73,2900000.0,141,22,1.0,4,3,1,5,1900000,14.45736497045232
82,82,45100000.0,197,7,1.0,4,2,3,2,26500000,17.0926553286923
69,73,2250000.0,331,23,1.0,2,3,1,4,1800000,14.403297778421795
70,73,3300000.0,473,23,1.0,3,3,1,1,2100000,14.557448378884015
74,79,10700000.0,505,23,1.0,3,3,1,1,6000000,15.607270193858982
69,69,3200000.0,495,23,1.0,4,4,1,4,1500000,14.220976332738882
70,70,413000.0,111,15,1.0,3,2,1,5,275000,12.524530013005734
66,66,1200000.0,354,18,1.0,3,3,1,4,850000,13.652992804936396
70,70,1600000.0,297,20,1.0,4,4,1,1,1300000,14.077875591662238
71,71,1500000.0,312,2,2.0,4,3,1,4,925000,13.73755009757506
67,72,3000000.0,432,23,2.0,3,3,1,1,1500000,14.220976332738882
74,79,10900000.0,603,0,2.0,3,3,1,4,6500000,15.687312888712007
68,75,4800000.0,480,0,1.0,4,3,1,2,2400000,14.690979711984754
66,75,4099999.0,201,14,1.0,4,2,1,4,1800000,14.403297778421795
74,74,8199999.0,382,23,1.0,3,3,1,2,4099999,15.226497531674536
68,68,1400000.0,337,23,1.0,3,3,1,5,1100000,13.910821646859095
73,80,9000000.0,227,22,1.0,4,4,1,9,6000000,15.607270193858982
77,81,24400000.0,218,22,1.0,2,3,1,7,15500000,16.5563506464056
68,68,1700000.0,349,23,1.0,3,2,1,4,825000,13.623139877437296
65,70,1500000.0,219,18,1.0,3,2,1,4,1000000,13.815511557963774
72,80,11000000.0,563,17,1.0,3,2,1,1,5000000,15.424948670398354
67,78,4600000.0,459,6,2.0,3,3,1,4,2200000,14.603968372873895
75,75,8300000.0,621,22,1.0,4,2,1,7,5500000,15.520258832020865
67,70,2400000.0,86,16,3.0,3,3,1,4,1300000,14.077875591662238
69,75,2750000.0,148,23,1.0,3,3,1,4,2200000,14.603968372873895
70,75,4800000.0,11,6,1.0,2,2,1,1,2200000,14.603968372873895
68,73,2250000.0,523,23,2.0,3,2,1,4,1800000,14.403297778421795
67,67,1700000.0,183,23,2.0,3,3,1,3,900000,13.710151153416941
66,66,1200000.0,593,10,1.0,3,3,1,4,825000,13.623139877437296
66,66,1100000.0,477,9,1.0,3,2,1,4,850000,13.652992804936396
66,68,2000000.0,399,0,1.0,4,2,1,4,1100000,13.910821646859095
70,70,440000.0,511,7,2.0,4,2,1,4,275000,12.524530013005734
74,74,8100000.0,264,14,1.0,3,2,1,1,3700000,15.123843647884687
68,73,3300000.0,497,8,2.0,3,3,1,1,1800000,14.403297778421795
72,84,11400000.0,527,10,1.0,3,3,1,1,6000000,15.607270193858982
68,68,1600000.0,10,9,2.0,3,2,1,2,1000000,13.815511557963774
69,80,6600000.0,236,14,1.0,2,2,1,2,3000000,14.914123179965662
67,67,300000.0,315,17,1.0,3,3,1,4,200000,12.206077645517674
71,71,1300000.0,560,18,2.0,4,3,1,4,800000,13.592368256649284
75,75,4200000.0,165,22,1.0,3,3,1,4,1900000,14.45736497045232
76,77,13100000.0,121,7,1.0,3,2,1,2,7000000,15.76142084987672
66,69,1700000.0,375,0,3.0,3,3,1,1,1100000,13.910821646859095
75,84,27600000.0,198,1,1.0,3,2,1,5,11500000,16.257857680289998
65,65,938000.0,574,23,1.0,2,3,1,1,625000,13.345508528717259
73,77,5500000.0,54,23,1.0,2,5,1,3,4400000,15.29711532616119
76,76,9375000.0,333,23,2.0,3,3,1,5,7500000,15.830413711839864
64,69,1100000.0,413,1,1.0,3,2,1,4,800000,13.592368256649284
65,68,1700000.0,370,9,3.0,3,3,1,1,925000,13.73755009757506
68,68,2600000.0,429,23,1.0,3,3,1,4,1200000,13.997832948091215
64,64,189000.0,246,23,1.0,4,3,1,4,130000,11.775297421715827
66,71,2400000.0,458,23,2.0,3,2,1,1,1200000,13.997832948091215
72,84,6875000.0,279,19,1.0,3,3,1,5,5500000,15.520258832020865
72,81,8300000.0,233,20,1.0,3,2,1,5,5500000,15.520258832020865
67,67,1100000.0,513,6,1.0,3,2,1,2,900000,13.710151153416941
69,69,616000.0,267,14,1.0,3,2,1,4,425000,12.959846800844963
73,76,6000000.0,249,22,1.0,4,3,1,4,4099999,15.226497531674536
74,77,7400000.0,88,23,1.0,3,3,1,4,5000000,15.424948670398354
65,66,1300000.0,243,23,1.0,3,3,1,2,825000,13.623139877437296
66,66,238000.0,578,14,1.0,4,3,1,1,190000,12.154784614286667
73,73,3900000.0,238,13,2.0,3,3,1,2,2500000,14.731801689838349
72,72,2100000.0,633,19,1.0,3,3,1,4,950000,13.76421831620775
69,69,3100000.0,62,23,1.0,3,2,1,4,1400000,14.151983508870947
69,76,4099999.0,253,14,1.0,4,2,1,0,2700000,14.80876270134486
73,80,7500000.0,486,23,1.0,3,2,1,1,6000000,15.607270193858982
73,81,13700000.0,98,14,1.0,3,3,1,4,6500000,15.687312888712007
67,73,3200000.0,360,18,1.0,3,3,1,4,1600000,14.285514812209815
71,71,1900000.0,429,19,1.0,3,3,1,6,875000,13.681980308196241
67,67,1600000.0,148,19,1.0,3,3,1,4,1100000,13.910821646859095
68,75,5000000.0,166,23,1.0,3,2,1,1,2400000,14.690979711984754
72,76,6500000.0,548,22,2.0,4,3,1,4,3300000,15.009433329466965
67,67,1400000.0,196,1,2.0,3,2,1,5,900000,13.710151153416941
71,71,2600000.0,430,23,1.0,2,3,1,4,1700000,14.346139397261565
69,73,2600000.0,454,7,1.0,3,2,1,4,1800000,14.403297778421795
65,71,1800000.0,5,16,3.0,4,2,1,4,1100000,13.910821646859095
76,81,25000000.0,286,23,1.0,4,3,1,1,11500000,16.257857680289998
70,76,3600000.0,14,8,1.0,3,2,1,5,2500000,14.731801689838349
71,78,4500000.0,436,23,1.0,3,3,1,1,3600000,15.096444681204078
74,74,5300000.0,80,20,1.0,3,4,1,7,3400000,15.039286283703994
66,74,3500000.0,575,23,3.0,3,2,1,7,1800000,14.403297778421795
71,71,2900000.0,373,23,1.0,3,2,1,4,1900000,14.45736497045232
69,69,1300000.0,298,6,1.0,2,2,1,4,975000,13.790193775620484
68,68,2000000.0,518,0,2.0,3,3,1,4,1300000,14.077875591662238
75,78,11400000.0,565,22,1.0,3,3,1,4,7500000,15.830413711839864
66,72,2300000.0,502,23,3.0,3,3,1,4,1200000,13.997832948091215
71,75,4000000.0,522,17,2.0,2,3,1,5,2400000,14.690979711984754
72,72,3400000.0,114,6,2.0,2,2,1,1,2100000,14.557448378884015
68,69,2000000.0,326,23,1.0,2,3,1,0,1300000,14.077875591662238
72,77,5900000.0,490,0,2.0,4,3,1,1,3500000,15.068273812173887
70,79,6100000.0,329,0,1.0,3,3,1,1,3600000,15.096444681204078
66,71,1700000.0,585,23,1.0,3,2,1,1,1300000,14.077875591662238
64,64,743000.0,225,23,1.0,3,3,1,1,550000,13.217675375388819
74,74,9200000.0,563,22,1.0,3,3,1,4,4600000,15.341567078850604
68,74,2800000.0,553,3,1.0,2,4,1,4,1900000,14.45736497045232
68,69,3200000.0,186,12,1.0,4,3,1,5,1400000,14.151983508870947
80,83,42600000.0,338,15,1.0,3,2,3,5,24000000,16.993564429978885
74,80,12000000.0,396,23,2.0,3,2,1,2,6000000,15.607270193858982
65,74,2300000.0,385,23,1.0,4,3,1,4,1600000,14.285514812209815
75,82,20900000.0,625,19,1.0,3,3,1,2,11000000,16.213405921671733
69,69,1900000.0,228,6,1.0,2,3,1,4,1300000,14.077875591662238
69,76,6400000.0,515,23,1.0,3,3,1,4,2800000,14.845130332288226
78,84,42000000.0,442,23,1.0,2,2,1,4,20500000,16.835935492889124
70,70,2600000.0,519,12,2.0,3,3,1,4,1600000,14.285514812209815
67,74,3500000.0,4,23,2.0,3,3,1,4,2000000,14.508658238524095
70,76,4300000.0,111,16,1.0,3,2,1,4,2500000,14.731801689838349
67,67,1200000.0,586,16,2.0,4,3,1,2,800000,13.592368256649284
66,67,1800000.0,91,23,3.0,3,3,1,1,1000000,13.815511557963774
73,73,5400000.0,8,23,1.0,5,3,1,3,3200000,14.978661680269907
70,70,2600000.0,397,23,2.0,4,4,1,4,1600000,14.285514812209815
66,67,1900000.0,201,23,1.0,3,3,1,5,900000,13.710151153416941
64,64,276000.0,509,23,1.0,3,3,1,2,190000,12.154784614286667
69,76,6100000.0,201,6,1.0,3,3,1,1,2700000,14.80876270134486
68,72,2300000.0,22,8,1.0,3,3,1,4,1700000,14.346139397261565
66,66,413000.0,327,18,1.0,4,3,1,4,275000,12.524530013005734
69,69,1100000.0,239,23,1.0,3,3,1,1,875000,13.681980308196241
60,60,187500.0,136,23,1.0,3,3,1,1,150000,11.918397239722838
76,84,35700000.0,484,23,1.0,2,2,1,1,15500000,16.5563506464056
71,84,10200000.0,79,23,1.0,3,4,1,4,4400000,15.29711532616119
66,73,3200000.0,309,14,1.0,2,3,1,2,1600000,14.285514812209815
68,75,5600000.0,296,16,1.0,3,3,1,0,2400000,14.690979711984754
71,78,7200000.0,8,23,1.0,4,4,1,1,3800000,15.150511887854474
71,81,7100000.0,315,19,1.0,3,2,1,1,4200000,15.250595321348806
71,71,2700000.0,285,19,1.0,3,4,1,3,1800000,14.403297778421795
67,67,1900000.0,493,16,2.0,3,3,1,7,1100000,13.910821646859095
66,70,2400000.0,275,18,1.0,2,2,1,1,1200000,13.997832948091215
65,65,1100000.0,80,19,1.0,3,3,1,1,725000,13.493928313146206
66,66,540000.0,274,21,1.0,3,3,1,6,400000,12.899222326086994
72,80,10300000.0,654,23,2.0,3,2,1,5,4900000,15.404745967162468
63,71,1500000.0,445,6,1.0,3,3,1,4,1000000,13.815511557963774
73,74,7500000.0,469,23,1.0,2,3,1,2,3600000,15.096444681204078
72,85,12800000.0,237,18,1.0,4,3,1,4,6000000,15.607270193858982
75,78,9375000.0,98,23,1.0,3,4,1,1,7500000,15.830413711839864
66,66,1300000.0,53,23,1.0,5,3,1,1,625000,13.345508528717259
68,68,1900000.0,448,23,1.0,2,3,1,5,875000,13.681980308196241
76,89,45900000.0,236,23,1.0,4,4,1,0,17500000,16.677711496036597
73,73,6800000.0,440,23,1.0,3,3,1,1,3100000,14.946912992035967
73,79,6000000.0,422,23,1.0,3,3,1,4,4800000,15.38412668421143
69,69,2100000.0,120,21,1.0,2,4,1,4,1500000,14.220976332738882
65,78,2125000.0,656,0,3.0,3,2,1,1,1700000,14.346139397261565
71,78,8400000.0,633,23,1.0,2,2,1,2,3500000,15.068273812173887
73,73,5100000.0,505,22,1.0,2,2,1,4,3000000,14.914123179965662
67,77,3500000.0,106,23,1.0,3,3,1,1,2300000,14.648420115681892
68,68,1700000.0,590,23,1.0,3,4,1,4,1200000,13.997832948091215
70,78,4250000.0,645,23,2.0,5,2,1,1,3400000,15.039286283703994
73,74,7100000.0,160,22,2.0,4,2,1,2,3600000,15.096444681204078
74,74,5625000.0,77,23,1.0,3,4,1,3,4500000,15.319588176962746
71,79,8800000.0,428,0,1.0,3,3,1,1,4200000,15.250595321348806
72,74,5300000.0,333,14,2.0,4,2,1,4,2700000,14.80876270134486
67,67,1400000.0,40,23,1.0,3,3,1,1,825000,13.623139877437296
67,67,1300000.0,589,9,3.0,3,2,1,4,900000,13.710151153416941
71,71,2300000.0,321,23,1.0,3,4,1,1,1800000,14.403297778421795
70,71,3000000.0,457,23,1.0,2,4,1,1,1900000,14.45736497045232
68,74,3000000.0,120,8,1.0,3,2,1,1,1900000,14.45736497045232
70,71,2100000.0,277,16,1.0,3,2,1,4,1600000,14.285514812209815
70,70,2100000.0,81,18,1.0,3,3,1,4,1400000,14.151983508870947
70,75,3800000.0,67,18,1.0,2,3,1,5,2400000,14.690979711984754
67,67,406000.0,337,14,1.0,3,3,1,4,325000,12.691583538230217
77,77,17100000.0,427,7,1.0,3,2,2,5,9000000,16.012735246411598
70,77,5100000.0,595,2,1.0,3,3,1,4,3000000,14.914123179965662
66,72,2300000.0,228,23,1.0,3,3,1,4,1400000,14.151983508870947
68,69,3200000.0,259,23,1.0,3,4,1,4,1400000,14.151983508870947
66,66,698000.0,508,23,2.0,3,2,1,5,450000,13.017005083966255
67,67,1900000.0,92,23,1.0,3,3,1,4,900000,13.710151153416941
74,79,11900000.0,579,14,1.0,3,2,1,1,6000000,15.607270193858982
65,74,3400000.0,118,0,1.0,2,2,1,3,1500000,14.220976332738882
69,80,5100000.0,215,23,1.0,2,3,1,1,3000000,14.914123179965662
69,77,4500000.0,325,16,1.0,4,2,1,3,3100000,14.946912992035967
77,77,23100000.0,488,23,1.0,3,3,2,2,11000000,16.213405921671733
73,82,16100000.0,60,23,1.0,3,3,1,4,7000000,15.76142084987672
69,74,2900000.0,481,16,1.0,3,3,1,1,2000000,14.508658238524095
73,82,16100000.0,542,23,1.0,4,3,1,4,7000000,15.76142084987672
71,71,2400000.0,206,10,1.0,3,3,1,4,1200000,13.997832948091215
71,71,3500000.0,265,23,1.0,3,2,1,1,1600000,14.285514812209815
66,66,531000.0,320,17,1.0,3,3,1,7,425000,12.959846800844963
69,69,1900000.0,220,21,3.0,4,4,1,4,1300000,14.077875591662238
67,67,1400000.0,228,8,1.0,3,3,1,4,975000,13.790193775620484
69,69,1600000.0,394,11,1.0,4,2,1,4,1200000,13.997832948091215
65,68,1500000.0,192,23,2.0,3,3,1,1,925000,13.73755009757506
67,67,488000.0,327,10,1.0,3,3,1,1,325000,12.691583538230217
68,68,473000.0,92,15,1.0,3,2,1,4,220000,12.301387370778713
70,74,3500000.0,516,23,1.0,3,3,1,8,2300000,14.648420115681892
65,69,1300000.0,130,23,1.0,3,2,1,4,1000000,13.815511557963774
69,72,2700000.0,61,6,1.0,3,3,1,1,1700000,14.346139397261565
73,73,6600000.0,294,9,1.0,3,2,1,1,3000000,14.914123179965662
70,70,3100000.0,73,23,1.0,3,2,1,1,1400000,14.151983508870947
72,72,3200000.0,495,23,1.0,3,2,1,5,1500000,14.220976332738882
66,71,1700000.0,57,23,1.0,2,2,1,4,1200000,13.997832948091215
70,70,2400000.0,318,23,1.0,3,3,1,4,1600000,14.285514812209815
68,74,4000000.0,419,23,2.0,3,2,1,4,1900000,14.45736497045232
68,68,806000.0,475,8,1.0,3,2,1,4,375000,12.834683971615659
68,77,3375000.0,67,8,1.0,3,3,1,1,2700000,14.80876270134486
63,63,744000.0,359,14,2.0,3,3,1,4,425000,12.959846800844963
71,71,2500000.0,637,22,1.0,4,3,1,5,1200000,13.997832948091215
73,85,8750000.0,470,23,1.0,3,4,1,1,7000000,15.76142084987672
68,68,1900000.0,432,6,2.0,3,2,1,4,1000000,13.815511557963774
69,72,3600000.0,459,16,2.0,4,2,1,2,1800000,14.403297778421795
68,68,2500000.0,116,21,1.0,3,3,1,1,1200000,13.997832948091215
70,71,3500000.0,313,23,1.0,3,4,1,4,1900000,14.45736497045232
65,65,1000000.0,161,8,1.0,3,2,1,1,750000,13.527829818844937
68,68,1900000.0,91,14,3.0,3,2,1,1,1100000,13.910821646859095
72,83,6000000.0,466,23,1.0,2,2,1,1,4800000,15.38412668421143
70,73,3300000.0,339,10,1.0,3,4,1,4,2100000,14.557448378884015
69,69,2200000.0,437,23,2.0,2,3,1,2,1400000,14.151983508870947
67,67,1400000.0,72,14,1.0,3,3,1,4,900000,13.710151153416941
72,72,3800000.0,144,23,1.0,3,3,1,1,2500000,14.731801689838349
69,69,2000000.0,87,23,1.0,4,3,1,7,1400000,14.151983508870947
67,67,1375000.0,446,18,2.0,3,3,1,7,1100000,13.910821646859095
72,77,7100000.0,579,22,1.0,3,3,1,2,3600000,15.096444681204078
70,70,3100000.0,294,23,1.0,3,2,1,4,1400000,14.151983508870947
67,72,2600000.0,199,23,2.0,3,2,1,4,1600000,14.285514812209815
70,70,2400000.0,592,9,1.0,3,3,1,1,1600000,14.285514812209815
67,70,2700000.0,660,23,1.0,2,3,1,4,1300000,14.077875591662238
70,70,3100000.0,616,23,1.0,3,3,1,1,1400000,14.151983508870947
70,81,8600000.0,328,23,1.0,3,3,1,1,3600000,15.096444681204078
66,66,1100000.0,415,16,1.0,3,3,1,7,700000,13.45883704259595
69,69,1000000.0,507,23,2.0,3,3,1,4,675000,13.42246945133505
63,72,1900000.0,135,23,2.0,3,2,1,4,1100000,13.910821646859095
68,72,3100000.0,367,17,3.0,3,3,1,2,1700000,14.346139397261565
74,78,8700000.0,244,14,1.0,2,2,1,4,5500000,15.520258832020865
66,66,1300000.0,412,23,1.0,3,3,1,4,850000,13.652992804936396
67,70,2100000.0,113,22,2.0,3,3,1,4,1300000,14.077875591662238
70,78,5800000.0,21,14,1.0,3,3,1,5,3400000,15.039286283703994
75,76,13100000.0,0,22,1.0,3,3,1,5,7000000,15.76142084987672
67,77,3900000.0,503,18,1.0,1,4,1,1,2300000,14.648420115681892
71,78,4750000.0,427,19,1.0,3,3,1,2,3800000,15.150511887854474
65,65,1000000.0,226,23,3.0,4,2,1,7,700000,13.45883704259595
72,72,4600000.0,265,14,1.0,3,2,1,4,2100000,14.557448378884015
70,70,3300000.0,48,19,1.0,3,3,1,4,1500000,14.220976332738882
69,69,1400000.0,381,0,2.0,3,3,1,4,875000,13.681980308196241
71,76,4400000.0,519,6,2.0,4,3,1,4,2600000,14.77102238760702
78,86,64900000.0,517,15,1.0,2,2,2,5,29500000,17.19990085520835
64,68,1100000.0,220,14,3.0,2,2,1,4,750000,13.527829818844937
75,75,7800000.0,358,2,1.0,3,2,1,8,3900000,15.176487367510099
73,73,4200000.0,584,23,1.0,3,3,1,7,1900000,14.45736497045232
73,74,6300000.0,108,18,1.0,3,3,1,5,3200000,14.978661680269907
71,74,3600000.0,215,14,1.0,3,2,1,1,2300000,14.648420115681892
72,75,4900000.0,652,0,1.0,3,3,1,1,3200000,14.978661680269907
79,82,35500000.0,129,15,1.0,2,2,1,7,20000000,16.811242881518265
71,81,7000000.0,202,10,1.0,2,3,1,4,4099999,15.226497531674536
71,76,5800000.0,15,19,1.0,3,3,1,1,2800000,14.845130332288226
73,79,7700000.0,499,6,1.0,2,2,1,4,4500000,15.319588176962746
76,77,17800000.0,108,19,1.0,3,4,1,3,9000000,16.012735246411598
67,74,2900000.0,322,3,1.0,3,2,1,2,2000000,14.508658238524095
68,68,1100000.0,110,23,1.0,3,3,1,4,750000,13.527829818844937
65,65,810000.0,481,8,1.0,2,3,1,1,600000,13.304686600863562
69,69,2000000.0,133,16,1.0,3,2,1,4,925000,13.73755009757506
66,72,2700000.0,98,18,1.0,3,3,1,1,1300000,14.077875591662238
71,71,3200000.0,573,19,2.0,3,3,1,4,1800000,14.403297778421795
70,79,4500000.0,331,23,1.0,3,3,1,1,3600000,15.096444681204078
75,75,7500000.0,443,23,1.0,3,3,1,4,6000000,15.607270193858982
63,63,665000.0,249,18,1.0,3,3,1,5,475000,13.07107218827772
78,78,0.0,422,7,1.0,4,3,3,5,0,0.0
78,78,29400000.0,426,23,1.0,3,3,1,3,14000000,16.454567959008102
69,69,2000000.0,505,23,1.0,4,3,1,1,1200000,13.997832948091215
69,69,2200000.0,306,13,2.0,4,3,1,5,1400000,14.151983508870947
69,69,2300000.0,304,18,1.0,3,2,1,4,1300000,14.077875591662238
72,72,5100000.0,448,23,1.0,3,3,1,4,2300000,14.648420115681892
64,71,2000000.0,510,23,3.0,3,2,1,5,1200000,13.997832948091215
67,67,1400000.0,328,23,1.0,3,3,1,4,650000,13.384729180332174
71,78,9100000.0,366,22,1.0,3,3,1,4,3800000,15.150511887854474
73,73,4700000.0,594,22,1.0,3,3,1,2,3000000,14.914123179965662
71,71,825000.0,615,23,1.0,3,3,1,3,375000,12.834683971615659
68,71,2600000.0,4,23,2.0,4,2,1,4,1600000,14.285514812209815
78,78,29700000.0,332,7,1.0,3,2,1,4,13500000,16.41820031748273
74,78,13100000.0,467,23,1.0,3,3,1,4,6000000,15.607270193858982
65,65,203000.0,628,23,3.0,4,2,1,4,140000,11.849404844423074
66,66,1500000.0,308,23,1.0,3,2,1,4,825000,13.623139877437296
72,72,3800000.0,431,23,1.0,3,4,1,4,2500000,14.731801689838349
70,79,4500000.0,218,19,1.0,4,3,1,4,3600000,15.096444681204078
72,75,5000000.0,4,9,2.0,3,3,1,4,3100000,14.946912992035967
68,75,4099999.0,36,23,1.0,4,3,1,4,2300000,14.648420115681892
66,73,3000000.0,126,16,2.0,4,2,1,4,1700000,14.346139397261565
69,72,4300000.0,186,23,1.0,4,2,1,2,1900000,14.45736497045232
65,65,979000.0,220,8,3.0,3,2,1,4,675000,13.42246945133505
68,75,5800000.0,74,0,1.0,2,3,1,3,2400000,14.690979711984754
66,69,1700000.0,533,22,1.0,2,3,1,2,1100000,13.910821646859095
71,71,2500000.0,199,23,2.0,3,2,1,2,1600000,14.285514812209815
73,80,14400000.0,471,23,1.0,3,3,1,4,6000000,15.607270193858982
67,67,760000.0,519,23,2.0,3,3,1,4,475000,13.07107218827772
68,77,4500000.0,107,17,2.0,3,3,1,4,2500000,14.731801689838349
73,76,6700000.0,261,18,1.0,2,2,1,0,3800000,15.150511887854474
77,86,41800000.0,629,7,1.0,2,2,1,5,22000000,16.906553056777135
68,76,6200000.0,564,23,1.0,3,3,1,4,2600000,14.77102238760702
70,70,3500000.0,265,23,1.0,3,2,1,4,1600000,14.285514812209815
70,70,1900000.0,110,15,1.0,3,2,1,4,1300000,14.077875591662238
66,66,1100000.0,168,18,2.0,3,2,1,4,725000,13.493928313146206
64,68,1500000.0,502,23,3.0,3,2,1,1,825000,13.623139877437296
74,74,4000000.0,486,22,1.0,4,3,1,5,1800000,14.403297778421795
74,79,14100000.0,542,22,1.0,3,3,1,4,6500000,15.687312888712007
74,83,20900000.0,470,23,1.0,3,3,1,2,9500000,16.066802461833923
68,74,3800000.0,645,23,2.0,3,2,1,5,1800000,14.403297778421795
65,68,1218750.0,595,18,1.0,3,3,1,4,975000,13.790193775620484
70,71,3200000.0,492,23,2.0,3,3,1,4,1900000,14.45736497045232
69,69,2300000.0,149,19,1.0,3,3,1,3,1500000,14.220976332738882
70,76,3900000.0,639,7,1.0,2,2,1,4,2300000,14.648420115681892
70,70,3200000.0,53,23,1.0,3,4,1,1,1600000,14.285514812209815
70,70,2300000.0,657,16,1.0,4,4,1,4,1500000,14.220976332738882
71,71,1700000.0,300,22,1.0,3,3,1,4,800000,13.592368256649284
62,62,744000.0,97,23,3.0,3,3,1,4,425000,12.959846800844963
68,73,3600000.0,388,23,2.0,3,2,1,4,1800000,14.403297778421795
65,72,2700000.0,493,23,2.0,3,3,1,1,1400000,14.151983508870947
63,63,372000.0,659,8,1.0,3,3,1,4,240000,12.388398368982115
77,78,18800000.0,258,15,1.0,4,2,1,5,9500000,16.066802461833923
70,71,3400000.0,101,23,2.0,2,2,1,5,1700000,14.346139397261565
65,71,1600000.0,320,14,1.0,4,3,1,0,1100000,13.910821646859095
65,65,1100000.0,575,19,3.0,3,3,1,2,600000,13.304686600863562
70,79,6500000.0,587,17,1.0,3,2,1,2,3400000,15.039286283703994
67,73,3100000.0,497,16,2.0,3,2,1,4,1600000,14.285514812209815
66,66,1000000.0,580,23,1.0,2,3,1,4,825000,13.623139877437296
72,83,9400000.0,21,23,1.0,3,4,1,4,5500000,15.520258832020865
65,68,1700000.0,606,23,2.0,3,3,1,4,950000,13.76421831620775
66,69,2300000.0,151,6,1.0,2,3,1,4,1000000,13.815511557963774
72,73,4400000.0,69,19,1.0,5,3,1,3,2800000,14.845130332288226
66,66,1300000.0,16,23,1.0,2,3,1,4,625000,13.345508528717259
71,71,2300000.0,415,23,1.0,4,3,1,7,1500000,14.220976332738882
71,75,5700000.0,60,23,1.0,3,2,1,4,2600000,14.77102238760702
65,66,1300000.0,509,6,1.0,3,3,1,4,850000,13.652992804936396
